"product","substance_name","substance_synonym","abbreviation","abbreviation_synonym","substance_group","cas_number","source","source_text"
"Grease-proof paper (FCM flexible packaging)","2-Propenoic acid, 2-methyl-, polymer with 2-hydroxyethyl 2-methyl-2-propenoate, α-(1-oxo-2-propen-1-yl)-ω-hydroxypoly(oxy- 1,2-ethanediyl) and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-propenoate, sodium salt",,,,,"1158951-86-0","A.21","A.21 row: Polymeric PFAS: 2-Propenoic acid, 2-methyl-, polymer with 2-hydroxyethyl 2-methyl-2-propenoate, α-(1-oxo-2-propen-1-yl)-ω-hydroxypoly(oxy- 1,2-ethanediyl) and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-propenoate, sodium salt"
"Grease-proof paper (FCM flexible packaging)","C6-based PFAS",,,,,,"A.21","A.21 row: PFAA and PFAA precursors: C6-based PFAS"
"Grease-proof paper (FCM flexible packaging)","Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized tetrafluoroethylene",,,,,"200013-65-6","A.21","A.21 row: Polymeric PFAS: Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized tetrafluoroethylene"
"Grease-proof paper (FCM flexible packaging)","Perfluoroalkylethyl acrylate (mixture)",,,,,"65605-70-1","A.21","A.21 row: Polymeric PFAS: Perfluoroalkylethyl acrylate (mixture)"
"Grease-proof paper (FCM flexible packaging)","short chain PFAS",,,,,,"A.21","A.21 row: PFAA and PFAA precursors: short chain PFAS"
"Flexible packaging (FCM) -- PTFE Wax","Poly(tetrafluoroethylene)",,,,,"9002-84-0","A.25","A.25 row: Poly(tetrafluoroethylene) [PTFE Wax]"
"Flexible packaging (FCM) -- Printing ink","Poly(tetrafluoroethylene)",,,,,"9002-84-0","A.25","A.25 row: Poly(tetrafluoroethylene) [Printing ink]"
"Flexible packaging (FCM) -- Printing ink","Poly[trifluoropropyl (methyl)siloxane]",,,,,"63148-56-1","A.25","A.25 row: Poly[trifluoropropyl (methyl)siloxane] [Printing ink]"
"Flexible packaging (FCM) -- lacquer","Poly(tetrafluoroethylene)",,,,,"9002-84-0","A.25","A.25 row: Poly(tetrafluoroethylene) [lacquer]"
"(Vacuum) Vapor Phase soldering / Condensatio n soldering: Heat transfer fluid/mediu m",,,"PFPE",,,,"A.51","Polymeric PFAS: PFPE"
"Coating / film of electronic components: Coatings","1,1",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","1,2",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","2,2",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","2- (Difluoromethoxymethyl)- 1,1",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","2-(perfluorohexyl)ethyl acrylate",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","3,3",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","3-heptafluoro-propane,1",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","4- Nonafluoro-4-methoxy-butane",,"PFHxA",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","C6 side-chain fluorinated polymers",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","FEP and PFA",,"PFPE",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings","Polyfluoroalkyl (meth)acrylate.",,,,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings",,,"ETFE",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings",,,"FEVE",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Coatings",,,"PVDF",,,,"A.51","Polymeric PFAS: PTFE, PVDF, FEP and PFA, PFPE, ETFE, FEVE, Non-polymeric PFAS: 2-(perfluorohexyl)ethyl acrylate, 2- (Difluoromethoxymethyl)- 1,1,1,2,3,3,3-heptafluoro-propane, 1,1,1,2,2,3,3,4,4- Nonafluoro-4-methoxy-butane, PFHxA, C6 side-chain fluorinated polymers, Polyfluoroalkyl (meth)acrylate."
"Coating / film of electronic components: Film","PVDF co-polymer (P",,"VDF-TrFE",,,,"A.51","Polymeric PFAS: fluoropolymers e.g. PTFE, PVDF, PVDF co-polymer (P(VDF-TrFE), or P(VDF-TrFE- CTFE/CFE), PFPE"
"Coating / film of electronic components: Film","fluoropolymers e.g. PTFE",,"PVDF",,,,"A.51","Polymeric PFAS: fluoropolymers e.g. PTFE, PVDF, PVDF co-polymer (P(VDF-TrFE), or P(VDF-TrFE- CTFE/CFE), PFPE"
"Coating / film of electronic components: Film","or P(VDF-TrFE- CTFE/CFE)",,"PFPE",,,,"A.51","Polymeric PFAS: fluoropolymers e.g. PTFE, PVDF, PVDF co-polymer (P(VDF-TrFE), or P(VDF-TrFE- CTFE/CFE), PFPE"
"Coating / film of electronic components: Foldable film","Fluorinated polyimide",,,,,,"A.51","Non-polymeric PFAS: Fluorinated polyimide"
"Coating / film of electronic components: Resin","Fluoropolymer e.g. PFA",,,,,,"A.51","Polymeric PFAS: Fluoropolymer e.g. PFA"
"Electrical heat tracing systems: Heating elements. Electrical insulations and tubes","ETFE and PVDF",,,,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP, ETFE and PVDF"
"Electrical heat tracing systems: Heating elements. Electrical insulations and tubes",,,"FEP",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP, ETFE and PVDF"
"Electrical heat tracing systems: Heating elements. Electrical insulations and tubes",,,"PFA",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP, ETFE and PVDF"
"Electrical heat tracing systems: Heating elements. Electrical insulations and tubes",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP, ETFE and PVDF"
"Electronic components",,,"FEP",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components",,,"PFA",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components: (Printed) circuit boards (PCB)","fluorinated polyimide",,,,,,"A.51","Polymeric PFAS: PFA, PTFE, FEP, fluorinated polyimide"
"Electronic components: (Printed) circuit boards (PCB)",,,"FEP",,,,"A.51","Polymeric PFAS: PFA, PTFE, FEP, fluorinated polyimide"
"Electronic components: (Printed) circuit boards (PCB)",,,"PFA",,,,"A.51","Polymeric PFAS: PFA, PTFE, FEP, fluorinated polyimide"
"Electronic components: (Printed) circuit boards (PCB)",,,"PTFE",,,,"A.51","Polymeric PFAS: PFA, PTFE, FEP, fluorinated polyimide"
"Electronic components: Antennas (incl. film)",,,"FEP",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components: Antennas (incl. film)",,,"PFA",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components: Antennas (incl. film)",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, PFA, FEP"
"Electronic components: Capacitors","PTFE co-polymer",,,,,,"A.51","Polymeric PFAS: PTFE, PTFE co-polymer, Poly(difluoromethylene), PFPE"
"Electronic components: Capacitors","Poly(difluoromethylene)",,"PFPE",,,,"A.51","Polymeric PFAS: PTFE, PTFE co-polymer, Poly(difluoromethylene), PFPE"
"Electronic components: Capacitors",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, PTFE co-polymer, Poly(difluoromethylene), PFPE"
"Electronic components: Electric microphones",,,"FEP",,,,"A.51","Polymeric PFAS: FEP, PTFE"
"Electronic components: Electric microphones",,,"PTFE",,,,"A.51","Polymeric PFAS: FEP, PTFE"
"Electronic components: Electrochemi cal devices (dye","Non-polymeric PFAS e.g. LiTFSI",,,,,,"A.51","Non-polymeric PFAS: Non-polymeric PFAS e.g. LiTFSI"
"Electronic components: Piezzoelectri c devices","PFPE e.g. CAS no. 69991-67-9",,,,,,"A.51","Polymeric PFAS: PVDF and co-polymers, PFPE e.g. CAS no. 69991-67-9"
"Electronic components: Piezzoelectri c devices","PVDF and co-polymers",,,,,,"A.51","Polymeric PFAS: PVDF and co-polymers, PFPE e.g. CAS no. 69991-67-9"
"Electronic components: Radiofrequen cy (RF) and microwave filters",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Electronic components: Release film/tape","Fluorinated oligomers",,,,,,"A.51","Polymeric PFAS: Fluorinated oligomers"
"Electronic components: Resisters","C6 side-chain fluorinated polymers",,,,,,"A.51","Non-polymeric PFAS; C6 side-chain fluorinated polymers"
"Electronic components: Resisters","Non-polymeric PFAS",,,,,,"A.51","Non-polymeric PFAS; C6 side-chain fluorinated polymers"
"Electronic components: Sensors / indicators / radars",,,"ETFE",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Sensors / indicators / radars",,,"FEP",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Sensors / indicators / radars",,,"PFA",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Sensors / indicators / radars",,,"PFSA",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Sensors / indicators / radars",,,"PTFE",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Sensors / indicators / radars",,,"ePTFE",,,,"A.51","Polymeric PFAS: ePTFE, PTFE, ETFE, FEP, PFA Non-polymeric PFAS: PFSA"
"Electronic components: Tactile switch components",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Electronic components: Thermistors",,,"ETFE",,,,"A.51","Polymeric PFAS: ETFE, FEP, PTFE"
"Electronic components: Thermistors",,,"FEP",,,,"A.51","Polymeric PFAS: ETFE, FEP, PTFE"
"Electronic components: Thermistors",,,"PTFE",,,,"A.51","Polymeric PFAS: ETFE, FEP, PTFE"
"Electronic components: Trimmers",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Electronic components: Waveguides","CF3 fluorinated polyimide",,"C6F13",,,,"A.51","Non-polymeric PFAS: CF3 fluorinated polyimide, C6F13"
"Electronic components: diodes",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Electronic components: solvent and cleaning)","Non-polymeric PFAS e.g. LiTFSI",,,,,,"A.51","Non-polymeric PFAS: Non-polymeric PFAS e.g. LiTFSI"
"Electronic components: tuners and",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Electronic data storage: Absorber molecule for data storage","CF -SO 3 2",,,,,,"A.51","Non-polymeric PFAS: CF -SO 3 2"
"Electronic data storage: Coating and adhesive","Fluoropolymers",,"PFCA",,,,"A.51","Polymeric PFAS: Fluoropolymers Non-polymeric PFAS: PFCA"
"Heat: Liquid",,,"PFPE",,,,"A.51","Polymeric PFAS: PFPE"
"Imaging (medical imaging): -","Fluorinated PI.",,,,,,"A.51","Polymeric PFAS: PTFE, Fluorinated PI."
"Imaging (medical imaging): -",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, Fluorinated PI."
"Insulation of electronic components (ex. wires and cables): Electrical insulation","FFKM)",,"PVDF",,,,"A.51","Polymeric PFAS: PTFE, ETFE, fluoroelastomers (FKM, FFKM), PVDF"
"Insulation of electronic components (ex. wires and cables): Electrical insulation","fluoroelastomers (FKM",,,,,,"A.51","Polymeric PFAS: PTFE, ETFE, fluoroelastomers (FKM, FFKM), PVDF"
"Insulation of electronic components (ex. wires and cables): Electrical insulation",,,"ETFE",,,,"A.51","Polymeric PFAS: PTFE, ETFE, fluoroelastomers (FKM, FFKM), PVDF"
"Insulation of electronic components (ex. wires and cables): Electrical insulation",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, ETFE, fluoroelastomers (FKM, FFKM), PVDF"
"Insulation of electronic components (ex. wires and cables): Electrical insulators in transducers",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Insulation of electronic components (ex. wires and cables): Induction coil insulation",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Insulation of electronic components (ex. wires and cables): Insulation in Surge protection devices",,,"FKM",,,,"A.51","Polymeric PFAS: PTFE, FKM"
"Insulation of electronic components (ex. wires and cables): Insulation in Surge protection devices",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE, FKM"
"Photonics and related uses: Liquid crystal displays (LCD) – Inter layer","Non-polymeric PFASs",,"PFHxA",,,,"A.51","Non-polymeric PFASs, PFHxA, fluorinated polyimide."
"Photonics and related uses: Liquid crystal displays (LCD) – Inter layer","fluorinated polyimide.",,,,,,"A.51","Non-polymeric PFASs, PFHxA, fluorinated polyimide."
"Photonics and related uses: Liquid crystal displays (LCD) – coating / film","Fluoroalkyl acrylate",,,,,,"A.51","Non-polymeric PFAS: Fluoroalkyl acrylate"
"Photonics and related uses: Liquid crystal displays (LCD)-modules/pan els","Non",,,,,,"A.51","Non polymeric PFAS: Non-polymeric e.g. PFHxA, fluorinated polyimides."
"Photonics and related uses: Liquid crystal displays (LCD)-modules/pan els","Non-polymeric e.g. PFHxA",,,,,,"A.51","Non polymeric PFAS: Non-polymeric e.g. PFHxA, fluorinated polyimides."
"Photonics and related uses: Liquid crystal displays (LCD)-modules/pan els","fluorinated polyimides.",,,,,,"A.51","Non polymeric PFAS: Non-polymeric e.g. PFHxA, fluorinated polyimides."
"Photonics and related uses: Optical additives","CF3 fluorinated PI",,,,,,"A.51","Non-polymeric PFAS: CF3 fluorinated PI, PA or PET, surfactant containing CF3 or CF2"
"Photonics and related uses: Optical additives","PA or PET",,,,,,"A.51","Non-polymeric PFAS: CF3 fluorinated PI, PA or PET, surfactant containing CF3 or CF2"
"Photonics and related uses: Optical additives","surfactant containing CF3 or CF2",,,,,,"A.51","Non-polymeric PFAS: CF3 fluorinated PI, PA or PET, surfactant containing CF3 or CF2"
"Photonics and related uses: Optical coating","Fluoroacrylate",,,,,,"A.51","Polymeric PFAS: PTFE Non-polymeric PFAS: Fluoroacrylate"
"Photonics and related uses: Optical coating",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE Non-polymeric PFAS: Fluoroacrylate"
"Photonics and related uses: Optical fibres (Polymer optical fiber) incl. glass fibres","Fluoropolymers e.g. ETFE",,,,,,"A.51","Polymeric PFAS: Fluoropolymers e.g. ETFE, PMMA copolymer (THV (tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride)) Nonpolymeric PFAS: C6F12O, Side-chain fluorinated polymers e.g. F-PMMA"
"Photonics and related uses: Optical fibres (Polymer optical fiber) incl. glass fibres","PMMA copolymer (THV (tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride)) Non",,"C6F12O",,,,"A.51","Polymeric PFAS: Fluoropolymers e.g. ETFE, PMMA copolymer (THV (tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride)) Nonpolymeric PFAS: C6F12O, Side-chain fluorinated polymers e.g. F-PMMA"
"Photonics and related uses: Optical fibres (Polymer optical fiber) incl. glass fibres","Side-chain fluorinated polymers e.g. F-PMMA",,,,,,"A.51","Polymeric PFAS: Fluoropolymers e.g. ETFE, PMMA copolymer (THV (tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride)) Nonpolymeric PFAS: C6F12O, Side-chain fluorinated polymers e.g. F-PMMA"
"Photonics and related uses: Optical filter incl. color filter / lenses","4-phenylene)bis[4-[[2-chloro-5- (trifluoromethyl)phenyl]azo]-3-hydroxynaphthalene-2-carboxamide (52238-92-3)",,,,,,"A.51","Non-polymeric PFAS: N,N'- (2,5-dichloro-1,4-phenylene)bis[4-[[2-chloro-5- (trifluoromethyl)phenyl]azo]-3-hydroxynaphthalene-2-carboxamide (52238-92-3)"
"Photonics and related uses: Optical filter incl. color filter / lenses","5-dichloro-1",,,,,,"A.51","Non-polymeric PFAS: N,N'- (2,5-dichloro-1,4-phenylene)bis[4-[[2-chloro-5- (trifluoromethyl)phenyl]azo]-3-hydroxynaphthalene-2-carboxamide (52238-92-3)"
"Photonics and related uses: Optical filter incl. color filter / lenses","N'- (2",,,,,,"A.51","Non-polymeric PFAS: N,N'- (2,5-dichloro-1,4-phenylene)bis[4-[[2-chloro-5- (trifluoromethyl)phenyl]azo]-3-hydroxynaphthalene-2-carboxamide (52238-92-3)"
"Photonics and related uses: Organic light-emitting diode (OLED)","Non-polymeric PFASs",,"PFHxA",,,,"A.51","Non-polymeric PFAS: Non-polymeric PFASs, PFHxA, fluorinated polyimide"
"Photonics and related uses: Organic light-emitting diode (OLED)","fluorinated polyimide",,,,,,"A.51","Non-polymeric PFAS: Non-polymeric PFASs, PFHxA, fluorinated polyimide"
"Photonics and related uses: Other optical applications",,,"PTFE",,,,"A.51","Polymeric PFAS: PTFE"
"Photonics and related uses: Rod lenses","Fluorinated Methacrylate esters",,"F-PMMA",,,,"A.51","Non-polymeric PFAS: Fluorinated Methacrylate esters; F-PMMA"
"Plastic additives: Anti-drip agent / flame retardant additive in plastics","1,2",,,,,,"A.51","Polymeric PFAS: PTFE, 1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with 1,1-difluoroethene and tetrafluoroethene Non-polymeric PFAS: K-PFBS (Potassium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate, PFBS"
"Plastic additives: Anti-drip agent / flame retardant additive in plastics","1-Propene,1",,,,,,"A.51","Polymeric PFAS: PTFE, 1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with 1,1-difluoroethene and tetrafluoroethene Non-polymeric PFAS: K-PFBS (Potassium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate, PFBS"
"Plastic additives: Anti-drip agent / flame retardant additive in plastics","1-difluoroethene and tetrafluoroethene",,,,,,"A.51","Polymeric PFAS: PTFE, 1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with 1,1-difluoroethene and tetrafluoroethene Non-polymeric PFAS: K-PFBS (Potassium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate, PFBS"
